name,url,property_type,source
Gee Chang Industrial Building志昌工業大樓,/building/gee-chang-industrial-building/5392,industrial,direct_link
Gee Fat Factory Building志發工廠大廈,/building/gee-fat-factory-building/13410,industrial,direct_link
Gee Hing Chang Industrial Building志興昌工業大廈,/building/gee-hing-chang-industrial-building/7434,industrial,direct_link
Gee Lok Industrial Building致樂工業大廈,/building/gee-lok-industrial-building/4753,industrial,direct_link
Gee Luen Chang Industrial Building志聯昌工業大樓,/building/gee-luen-chang-industrial-building/4831,industrial,direct_link
Gee Luen Factory Building志聯工廠大廈,/building/gee-luen-factory-building/4571,industrial,direct_link
Gee Luen Hing Industrial Building志聯興工業大廈,/building/gee-luen-hing-industrial-building/5669,industrial,direct_link
Gee Tung Chang Industrial Building志同昌工業大廈,/building/gee-tung-chang-industrial-building/3799,industrial,direct_link
Gee Wing Chang Industrial Building志榮昌工業大廈,/building/gee-wing-chang-industrial-building/3797,industrial,direct_link
Gemmy Development Industrial Building精棉發展工業大廈,/building/gemmy-development-industrial-building/16339,industrial,direct_link
Gemmy Factory Building精棉工業大廈,/building/gemmy-factory-building/4707,industrial,direct_link
Gemstar Tower駿昇中心,/building/gemstar-tower/8147,industrial,direct_link
Genplas Factory Building大眾工業大廈,/building/genplas-factory-building/5603,industrial,direct_link
Glee Industrial Building致利工業大廈,/building/glee-industrial-building/8052,industrial,direct_link
Global Gateway Tower,/building/global-gateway-tower/5572,industrial,direct_link
Global Trade Centre宏貿中心,/building/global-trade-centre/8038,industrial,direct_link
Glory Industrial Building光榮工業大廈,/building/glory-industrial-building/4444,industrial,direct_link
Gold King Industrial Building金基工業大廈,/building/gold-king-industrial-building/4510,industrial,direct_link
Gold Way Industrial Centre Block A高威工業中心A座,/building/gold-way-industrial-centre-block-a/17362,industrial,direct_link
Gold Way Industrial Centre Block B高威工業中心B座,/building/gold-way-industrial-centre-block-b/17363,industrial,direct_link
Golden Bear Industrial Centre金熊工業中心,/building/golden-bear-industrial-centre/8047,industrial,direct_link
Golden Dragon Industrial Centre Block 1金龍工業中心第一座,/building/golden-dragon-industrial-centre-block-1/4511,industrial,direct_link
Golden Dragon Industrial Centre Block 2金龍工業中心第二座,/building/golden-dragon-industrial-centre-block-2/4517,industrial,direct_link
Golden Dragon Industrial Centre Block 3金龍工業中心第三座,/building/golden-dragon-industrial-centre-block-3/17329,industrial,direct_link
Golden Dragon Industrial Centre Block 4金龍工業中心第四座,/building/golden-dragon-industrial-centre-block-4/4518,industrial,direct_link
Golden Industrial Building Tower 1金德工業大廈一座,/building/golden-industrial-building-tower-1/8099,industrial,direct_link
Golden Industrial Building Tower 2金德工業大廈二座,/building/golden-industrial-building-tower-2/8098,industrial,direct_link
Golden Resources Centre金源中心,/building/golden-resources-centre/8064,industrial,direct_link
Golden Sunflower Industrial Building金葵工業大廈,/building/golden-sunflower-industrial-building/12106,industrial,direct_link
Golden Town Industrial Building錦城工業大廈,/building/golden-town-industrial-building/17449,industrial,direct_link
Goldfield Industrial Building Block 1金豐工業大廈1期,/building/goldfield-industrial-building-block-1/17494,industrial,direct_link
Goldfield Industrial Building Block 2金豐工業大廈2期,/building/goldfield-industrial-building-block-2/4516,industrial,direct_link
Goldfield Industrial Centre豐利工業中心,/building/goldfield-industrial-centre/7262,industrial,direct_link
Goldlion Holdings Centre金利來集團中心,/building/goldlion-holdings-centre/6469,industrial,direct_link
Good Ba Ba Hitech Building好爸爸創科大廈,/building/good-ba-ba-hitech-building/17364,industrial,direct_link
Good Harvest Centre豐盈工貿中心,/building/good-harvest-centre/16303,industrial,direct_link
Good Harvest Industrial Building好收成工業大廈,/building/good-harvest-industrial-building/16334,industrial,direct_link
Good Luck Industrial Building好運工業大廈,/building/good-luck-industrial-building/4613,industrial,direct_link
Goodluck Industrial Centre好運工業中心,/building/goodluck-industrial-centre/7376,industrial,direct_link
Goodman Dynamic Centre嘉民達力中心,/building/goodman-dynamic-centre/7796,industrial,direct_link
Goodman Global Gateway嘉民國際訊通中心,/building/goodman-global-gateway/7799,industrial,direct_link
Goodman Interlink嘉民領達中心,/building/goodman-interlink/16864,industrial,direct_link
Goodman Kwai Chung Logistics Centre嘉民葵涌物流中心,/building/goodman-kwai-chung-logistics-centre/13684,industrial,direct_link
Goodman Shatin Logistics Centre Phase 1嘉民沙田物流中心第一期,/building/goodman-shatin-logistics-centre-phase-1/12473,industrial,direct_link
Goodman Shatin Logistics Centre Phase 2嘉民沙田物流中心第二期,/building/goodman-shatin-logistics-centre-phase-2/12477,industrial,direct_link
Goodman Texaco Centre嘉民德高中心,/building/goodman-texaco-centre/5323,industrial,direct_link
Goodman Tsuen Wan Centre嘉民荃灣中心,/building/goodman-tsuen-wan-centre/8166,industrial,direct_link
Goodman Tuen Mun Distribution Centre Block 2嘉民屯門物流中心2座,/building/goodman-tuen-mun-distribution-centre-block-2/11297,industrial,direct_link
Goodman Tuen Mun Distrubution Centre Block 1嘉民屯門物流中心1座,/building/goodman-tuen-mun-distrubution-centre-block-1/11296,industrial,direct_link
Goodman Western Plaza嘉民環宇物流廣場,/building/goodman-western-plaza/11948,industrial,direct_link
Goodman Westlink,/building/goodman-westlink/17766,industrial,direct_link
Goodman Yuen Long Logistics Centre嘉民元朗物流中心,/building/goodman-yuen-long-logistics-centre/13026,industrial,direct_link
Goodview Industrial Building好景工業大廈,/building/goodview-industrial-building/16353,industrial,direct_link
Goodwill Industrial Building信義工業大廈,/building/goodwill-industrial-building/11567,industrial,direct_link
GR8 Inno Tech Centre廣域創科中心,/building/gr8-inno-tech-centre/7183,industrial,direct_link
Grace Industrial Building基利士工業大廈,/building/grace-industrial-building/16304,industrial,direct_link
Grand Business Plaza偉業中心,/building/grand-business-plaza/17387,industrial,direct_link
Grand Industrial Building華寶工業大廈,/building/grand-industrial-building/7893,industrial,direct_link
Grand Marine Center大洋中心,/building/grand-marine-center/11566,industrial,direct_link
Grandion Plaza興迅廣場,/building/grandion-plaza/6316,industrial,direct_link
Grandtech Centre偉達中心,/building/grandtech-centre/7457,industrial,direct_link
Gravity萬有引力,/building/gravity/7888,industrial,direct_link
Great Wall Factory Building長城工廠大廈,/building/great-wall-factory-building/8018,industrial,direct_link
Guardforce Centre衛安中心,/building/guardforce-centre/11159,industrial,direct_link
Gunzetal Building金泰線大廈,/building/gunzetal-building/16385,industrial,direct_link
H.S.Chan Building陳漢深商行大廈,/building/h-s-chan-building/17390,industrial,direct_link
Ha Lung Industrial Building合隆工業大廈,/building/ha-lung-industrial-building/3846,industrial,direct_link
Hale Weal Industrial Building合福工業大廈,/building/hale-weal-industrial-building/15228,industrial,direct_link
Hang Cheong Centre恒昌中心,/building/hang-cheong-centre/12301,industrial,direct_link
Hang Cheong Factory Building恆昌工廠大廈,/building/hang-cheong-factory-building/13050,industrial,direct_link
Hang Fung Industrial Building Phase 1恒豐工業大廈1期,/building/hang-fung-industrial-building-phase-1/4544,industrial,direct_link
Hang Fung Industrial Building Phase 2恒豐工業大廈2期,/building/hang-fung-industrial-building-phase-2/17415,industrial,direct_link
Hang Seng Centre恆生中心,/building/hang-seng-centre/12120,industrial,direct_link
Hang Tung Resources Centre恆通資源中心,/building/hang-tung-resources-centre/13556,industrial,direct_link
Hang Wai Industrial Centre Block A恒威工業中心 A座,/building/hang-wai-industrial-centre-block-a/16340,industrial,direct_link
Hang Wai Industrial Centre Block B恒威工業中心 B座,/building/hang-wai-industrial-centre-block-b/17481,industrial,direct_link
Hang Wai Industrial Centre Block C恒威工業中心 C座,/building/hang-wai-industrial-centre-block-c/17482,industrial,direct_link
Hanway Industrial Building匯恒工業大廈,/building/hanway-industrial-building/11946,industrial,direct_link
Harbour Centre Tower 1維港中心第一座,/building/harbour-centre-tower-1/7456,industrial,direct_link
Harbour Centre Tower 2維港中心第二座,/building/harbour-centre-tower-2/7455,industrial,direct_link
Harbour Industrial Centre港灣工貿中心,/building/harbour-industrial-centre/11548,industrial,direct_link
Harbour Sky海迪中心,/building/harbour-sky/4685,industrial,direct_link
Haribest Industrial Building喜利佳工業大廈,/building/haribest-industrial-building/11177,industrial,direct_link
Harrington Building海林大廈,/building/harrington-building/12151,industrial,direct_link
Harry Industrial Building協力工業大廈,/building/harry-industrial-building/11176,industrial,direct_link
Hay Nien Building禧年大廈,/building/hay-nien-building/4533,industrial,direct_link
HD Engineering Limited漢基機械,/building/hd-engineering-limited/16297,industrial,direct_link
Health Works (Group) Centre健康工房(集團)中心,/building/health-works-group-centre/17005,industrial,direct_link
Hecny Centre均輝中心,/building/hecny-centre/4934,industrial,direct_link
Heng Hing Industrial Building恒興工業大廈,/building/heng-hing-industrial-building/16288,industrial,direct_link
Heng Ngai Jewelry Centre恒藝珠寶大廈,/building/heng-ngai-jewelry-centre/11158,industrial,direct_link
Heng Sang Industrial Building恆生工業大廈,/building/heng-sang-industrial-building/4954,industrial,direct_link
Henley Industrial Centre恒利中心,/building/henley-industrial-centre/13442,industrial,direct_link
Henry Centre恆利中心,/building/henry-centre/7894,industrial,direct_link
Hensey Industrial Building興時工業大廈,/building/hensey-industrial-building/17330,industrial,direct_link
Heraeus Technology Centre賀利氏科技中心,/building/heraeus-technology-centre/16307,industrial,direct_link
Heung Wah Industrial Building香華工業大廈,/building/heung-wah-industrial-building/3822,industrial,direct_link
Hewlett Centre豐利中心,/building/hewlett-centre/5594,industrial,direct_link
Hi Tech Centre深港中心,/building/hi-tech-centre/16285,industrial,direct_link
Hi Yip Factory Building喜業工廠大廈,/building/hi-yip-factory-building/17450,industrial,direct_link
Hi-Speed Centre 1海迅中心1座,/building/hi-speed-centre-1/16313,industrial,direct_link
Hi-Tech Industrial Centre Blk A嘉力工業中心A座,/building/hi-tech-industrial-centre-blk-a/13721,industrial,direct_link
Hi-Tech Industrial Centre Blk B嘉力工業中心B座,/building/hi-tech-industrial-centre-blk-b/13707,industrial,direct_link
High Win Factory Building凱源工業大廈,/building/high-win-factory-building/5589,industrial,direct_link
Hilder Centre富德中心,/building/hilder-centre/12508,industrial,direct_link
Hing Fung Printing & Dyeing Factory Ltd慶豐印染廠有限公司,/building/hing-fung-printing-dyeing-factory-ltd/16392,industrial,direct_link
Hing Lee Industrial Building興利工業大廈,/building/hing-lee-industrial-building/12304,industrial,direct_link
Hing Wah Industrial Building興華工業大廈,/building/hing-wah-industrial-building/16892,industrial,direct_link
Hing Wai Centre興偉中心,/building/hing-wai-centre/6173,industrial,direct_link
Hing Wai Ice & Cold Storage Building興偉冰廠凍房,/building/hing-wai-ice-cold-storage-building/6171,industrial,direct_link
Hing Win Factory Building興運工業大廈,/building/hing-win-factory-building/4612,industrial,direct_link
Hing Yip Centre興業中心,/building/hing-yip-centre/13605,industrial,direct_link
Hing Yip Centre興業中心,/building/hing-yip-centre/7880,industrial,direct_link
Hip Wo Industrial Building協和工業大廈,/building/hip-wo-industrial-building/2390,industrial,direct_link
HK JEBN Group Center樓上集團中心,/building/hk-jebn-group-center/8033,industrial,direct_link
HKI Building香江國際工商大廈,/building/hki-building/4716,industrial,direct_link
HKTV Mall Logistics CentreHKTV 屯門物流中心,/building/hktv-mall-logistics-centre/17477,industrial,direct_link
Ho King Factory Building好景工業大廈,/building/ho-king-factory-building/17388,industrial,direct_link
Ho Lik Centre豪力中心,/building/ho-lik-centre/6423,industrial,direct_link
Hoi Bun Industrial Building海濱工業大廈,/building/hoi-bun-industrial-building/4848,industrial,direct_link
Hoi Cheung industrial building凱昌工業大廈,/building/hoi-cheung-industrial-building/11291,industrial,direct_link
Hoi Luen Industrial Centre Block A開聯工業中心A座,/building/hoi-luen-industrial-centre-block-a/5595,industrial,direct_link
Hoi Luen Industrial Centre Block B開聯工業中心B座,/building/hoi-luen-industrial-centre-block-b/5585,industrial,direct_link
Hoi Tai Factory Estate開泰工廠大廈,/building/hoi-tai-factory-estate/16346,industrial,direct_link
Honfield Industrial Building康耀工業大廈,/building/honfield-industrial-building/16300,industrial,direct_link
Hong Kong (Chai Wan) Industrial Building香港(柴灣)工業大廈,/building/hong-kong-chai-wan-industrial-building/4446,industrial,direct_link
Hong Kong Baptist Hospital Support Services Centre香港浸信會醫院後勤中心,/building/hong-kong-baptist-hospital-support-services-centre/11512,industrial,direct_link
Hong Kong Commercial Daily Building香港商報大廈,/building/hong-kong-commercial-daily-building/17389,industrial,direct_link
Hong Kong Industrial Building香港工業大廈,/building/hong-kong-industrial-building/843,industrial,direct_link
Hong Kong Industrial Centre Block A香港工業中心A座,/building/hong-kong-industrial-centre-block-a/3295,industrial,direct_link
Hong Kong Industrial Centre Block B香港工業中心B座,/building/hong-kong-industrial-centre-block-b/3388,industrial,direct_link
Hong Kong Industrial Centre Block C香港工業中心C座,/building/hong-kong-industrial-centre-block-c/3286,industrial,direct_link
Hong Kong Manufacturing Building香港企業大廈,/building/hong-kong-manufacturing-building/4937,industrial,direct_link
"Hong Kong Spinners Industrial Building Phase 1 & 2香港紗廠工業大廈第一, 二期",/building/hong-kong-spinners-industrial-building-phase-1-2/6331,industrial,direct_link
Hong Kong Spinners Industrial Building Phase 5香港紗廠工業大廈第五期,/building/hong-kong-spinners-industrial-building-phase-5/3338,industrial,direct_link
Hong Kong Spinners Industrial Building Phase 6香港紗廠工業大廈第六期,/building/hong-kong-spinners-industrial-building-phase-6/3284,industrial,direct_link
Hong Kong Worsted Mills Industrial Building香港毛紡工業大廈,/building/hong-kong-worsted-mills-industrial-building/7911,industrial,direct_link
Hong Leong Industry Complex豐隆工業中心,/building/hong-leong-industry-complex/4495,industrial,direct_link
Hong Leong Plaza (Phase II)豐隆廣場(二期),/building/hong-leong-plaza-phase-ii/11516,industrial,direct_link
Hong Leong Plaza(Phase I)豐隆廣場(一期),/building/hong-leong-plaza-phase-i/11515,industrial,direct_link
Hong Man Industrial Centre康民工業中心,/building/hong-man-industrial-centre/11198,industrial,direct_link
Hong Tai Building康泰工廈,/building/hong-tai-building/8077,industrial,direct_link
Honour Industrial Centre安力工業中心,/building/honour-industrial-centre/4140,industrial,direct_link
Hop Hing Industrial Building合興工業大廈,/building/hop-hing-industrial-building/3379,industrial,direct_link
Hop Lung Factory Building合隆工廠大廈,/building/hop-lung-factory-building/11787,industrial,direct_link
Hop Ming Factory Building合明工廠大廈,/building/hop-ming-factory-building/5656,industrial,direct_link
Hop Shi Factory Building合時工廠大廈,/building/hop-shi-factory-building/14460,industrial,direct_link
Hope Sea Industrial Centre富洋工業中心,/building/hope-sea-industrial-centre/5547,industrial,direct_link
Hopeful Factory Centre海輝工業中心,/building/hopeful-factory-centre/7001,industrial,direct_link
Hopeful Godown合豐貨倉,/building/hopeful-godown/17365,industrial,direct_link
Hopewell Logistics Centre合和建材中心,/building/hopewell-logistics-centre/16486,industrial,direct_link
Hoplite Industrial Centre Block A合力工業中心A座,/building/hoplite-industrial-centre-block-a/5253,industrial,direct_link
Hoplite Industrial Centre Block B合力工業中心B座,/building/hoplite-industrial-centre-block-b/5254,industrial,direct_link
Horizon East東傲,/building/horizon-east/17467,industrial,direct_link
Horizon Plaza新海怡廣場,/building/horizon-plaza/6182,industrial,direct_link
Horizon Sea海傲,/building/horizon-sea/17694,industrial,direct_link
Hou Feng Industrial Building厚豐工業大廈,/building/hou-feng-industrial-building/8042,industrial,direct_link
House of Corona寶冠大廈,/building/house-of-corona/4742,industrial,direct_link
Houston Industrial Building興盛工業大廈,/building/houston-industrial-building/8156,industrial,direct_link
Houtex Industrial Building志成工業大廈,/building/houtex-industrial-building/4728,industrial,direct_link
Hover Industrial Building豪華工業大廈,/building/hover-industrial-building/6831,industrial,direct_link
How Ming Factory Building巧明工廠大廈,/building/how-ming-factory-building/4605,industrial,direct_link
Howard Factory Building巧運工業大廈,/building/howard-factory-building/7185,industrial,direct_link
Hundsun International Center恒雲國際中心,/building/hundsun-international-center/3814,industrial,direct_link
Hung Cheong Factory Building鴻昌工廠大廈,/building/hung-cheong-factory-building/16376,industrial,direct_link
Hung Cheung Industrial Centre (Phase 1)鴻昌工業中心(第一期),/building/hung-cheung-industrial-centre-phase-1/16327,industrial,direct_link
Hung Cheung Industrial Centre (Phase 2)鴻昌工業中心(第二期),/building/hung-cheung-industrial-centre-phase-2/16328,industrial,direct_link
Hung Fuk Factory Building鴻福工廠大廈,/building/hung-fuk-factory-building/17391,industrial,direct_link
Hung Mou Industrial Building鴻懋工業大廈,/building/hung-mou-industrial-building/4763,industrial,direct_link
Hung Shing Industrial Building鴻盛工業大廈,/building/hung-shing-industrial-building/17392,industrial,direct_link
Hung Tai Industrial Building鴻泰工業大廈,/building/hung-tai-industrial-building/4724,industrial,direct_link
Hung Tat Industrial Building鴻達工業大廈,/building/hung-tat-industrial-building/4759,industrial,direct_link
Hung To Centre鴻圖中心,/building/hung-to-centre/4609,industrial,direct_link
Hung To Industrial Building鴻圖工業大廈,/building/hung-to-industrial-building/4712,industrial,direct_link
Hung Wai Industrial Building雄偉工業大廈,/building/hung-wai-industrial-building/16893,industrial,direct_link
Hutchison Logistics Centre和黃物流中心,/building/hutchison-logistics-centre/7021,industrial,direct_link
HYC興業中心,/building/hyc/5333,industrial,direct_link
iCity Tower 1iCity 一座,/building/icity-tower-1/11470,industrial,direct_link
iCity Tower 2iCity 二座,/building/icity-tower-2/17947,industrial,direct_link
Ids Li Fung Centre利和利豐中心,/building/ids-li-fung-centre/7458,industrial,direct_link
Infotech Centre訊科中心,/building/infotech-centre/4741,industrial,direct_link
International Industrial Building國際工業大廈,/building/international-industrial-building/5354,industrial,direct_link
International Industrial Building國際工業大廈,/building/international-industrial-building/3382,industrial,direct_link
International Industrial Centre國際工業中心,/building/international-industrial-centre/16322,industrial,direct_link
International Plaza環球工商大廈,/building/international-plaza/15083,industrial,direct_link
International Trade Centre達貿中心,/building/international-trade-centre/6420,industrial,direct_link
IPC CentreIPC中心,/building/ipc-centre/16265,industrial,direct_link
iPlace,/building/iplace/13694,industrial,direct_link
Island Industrial Building金堡工業大廈,/building/island-industrial-building/12116,industrial,direct_link
iTech Tower 1,/building/itech-tower-1/11570,industrial,direct_link
iTech Tower 2,/building/itech-tower-2/17331,industrial,direct_link
JC Tower偉業街91號,/building/jc-tower/4919,industrial,direct_link
Jetta House鎮泰中心,/building/jetta-house/16319,industrial,direct_link
Jing Hin Godown (Yuen Long) Ltd正興貨倉,/building/jing-hin-godown-yuen-long-ltd/8184,industrial,direct_link
Jing Hin Industrisl Building正興工業大廈,/building/jing-hin-industrisl-building/16263,industrial,direct_link
Jing Ho Industrial Building正好工業大厦,/building/jing-ho-industrial-building/8154,industrial,direct_link
Johnson Industrial Mansion祥順工業大廈,/building/johnson-industrial-mansion/4579,industrial,direct_link
Join In Hang Sing Centre鍾意恆勝中心,/building/join-in-hang-sing-centre/7253,industrial,direct_link
Joint Venture Factory Building聯運工業大廈,/building/joint-venture-factory-building/4717,industrial,direct_link
Jone Mult Industrial Building中懋工業大廈,/building/jone-mult-industrial-building/4953,industrial,direct_link
Joy Fat Factory Bldg再發工廠大廈,/building/joy-fat-factory-bldg/3289,industrial,direct_link
Jumbo iAdvantage,/building/jumbo-iadvantage/7801,industrial,direct_link
Jumbo Industrial Building金寶工業大廈,/building/jumbo-industrial-building/17393,industrial,direct_link
Jumbo Plaza珍寶廣場,/building/jumbo-plaza/16284,industrial,direct_link
K&M Group Centre金馬集團中心,/building/k-m-group-centre/17471,industrial,direct_link
K.K. Industrial Building金鍚工業大廈,/building/k-k-industrial-building/4657,industrial,direct_link
Ka Ming Factory Building嘉名工廠大廈,/building/ka-ming-factory-building/3291,industrial,direct_link
Ka To Factory Building嘉圖工廠大廈,/building/ka-to-factory-building/7430,industrial,direct_link
Ka Wing Factory Building嘉榮工廠大廈,/building/ka-wing-factory-building/11465,industrial,direct_link
Kader Building開達大廈,/building/kader-building/4620,industrial,direct_link
Kai Bo 22佳寶22,/building/kai-bo-22/8040,industrial,direct_link
Kai Bo Group Centre佳宝集團中心,/building/kai-bo-group-centre/17367,industrial,direct_link
Kai Fuk Industrial Centre啟福工業中心,/building/kai-fuk-industrial-centre/11543,industrial,direct_link
Kai It Building蓋一大廈,/building/kai-it-building/4659,industrial,direct_link
Kai Tak Factory Building Stage 1啟德工廠大廈第一期,/building/kai-tak-factory-building-stage-1/13283,industrial,direct_link
Kai Tak Factory Building Stage 2啟德工廠大廈第二期,/building/kai-tak-factory-building-stage-2/13272,industrial,direct_link
Kai Yip Factory Building啟業工廠大廈,/building/kai-yip-factory-building/16604,industrial,direct_link
Kailey Industrial Centre Block A啟力工業大廈A座,/building/kailey-industrial-centre-block-a/3800,industrial,direct_link
Kailey Industrial Centre Block B啟力工業大廈B座,/building/kailey-industrial-centre-block-b/3801,industrial,direct_link
Kaiser Estate Phase 1凱旋工商中心第一期,/building/kaiser-estate-phase-1/6861,industrial,direct_link
Kaiser Estate Phase 2凱旋工商中心第二期,/building/kaiser-estate-phase-2/6856,industrial,direct_link
Kaiser Estate Phase 3凱旋工商中心第三期,/building/kaiser-estate-phase-3/4540,industrial,direct_link
Kam Bun Industrial Building錦濱工業大廈,/building/kam-bun-industrial-building/12139,industrial,direct_link
Kam Chung Factory Building金涌工業大廈,/building/kam-chung-factory-building/12104,industrial,direct_link
Kam Foo Industrial Building金富工業大廈,/building/kam-foo-industrial-building/11472,industrial,direct_link
Kam Hon Industrial Building金漢工業大廈,/building/kam-hon-industrial-building/3528,industrial,direct_link
Kam Lung Centre錦龍中心,/building/kam-lung-centre/17297,industrial,direct_link
Kam Man Fung Factory Building金萬豐工業大廈,/building/kam-man-fung-factory-building/11200,industrial,direct_link
Kam Shing industrial Building金城工業大廈,/building/kam-shing-industrial-building/12145,industrial,direct_link
Kam Teem Industrial Building錦添工業大廈,/building/kam-teem-industrial-building/612,industrial,direct_link
Kan Kee Warehouse根記貨庫,/building/kan-kee-warehouse/12055,industrial,direct_link
Kantone Centre看通中心,/building/kantone-centre/4449,industrial,direct_link
Kapok Industrial Building紅棉工業大廈,/building/kapok-industrial-building/5306,industrial,direct_link
Kar Chau Industrial Building嘉就工業大廈,/building/kar-chau-industrial-building/5400,industrial,direct_link
Kar Wah Industrial Building嘉華工業大廈,/building/kar-wah-industrial-building/7889,industrial,direct_link
Karin Building嘉靈大廈,/building/karin-building/17394,industrial,direct_link
Kawada Plaza川田工貿廣場,/building/kawada-plaza/16315,industrial,direct_link
Kawada Plaza II川田工貿廣場2期,/building/kawada-plaza-ii/17472,industrial,direct_link
Keader Centre基達中心,/building/keader-centre/17451,industrial,direct_link
Kee Wah Industrial Building奇華工業大廈,/building/kee-wah-industrial-building/3375,industrial,direct_link
Keen Match Centre嘉合發展中心,/building/keen-match-centre/17379,industrial,direct_link
Kenning Industrial Building健力工業大廈,/building/kenning-industrial-building/4550,industrial,direct_link
Kentucky Industrial Building根德工業大廈,/building/kentucky-industrial-building/17333,industrial,direct_link
Kerry Cargo Centre嘉里貨運中心,/building/kerry-cargo-centre/16485,industrial,direct_link
Kerry Hung Kai Warehouse嘉里鴻基貨倉,/building/kerry-hung-kai-warehouse/12996,industrial,direct_link
Kerry Kwai Chung Warehouse嘉里葵涌貨倉,/building/kerry-kwai-chung-warehouse/17660,industrial,direct_link
Kerry TC Warehouse 1嘉里溫控貨倉1,/building/kerry-tc-warehouse-1/16497,industrial,direct_link
Kerry TC Warehouse 2嘉里溫控貨倉2,/building/kerry-tc-warehouse-2/17369,industrial,direct_link
Kerry Tsuen Wan Warehouse嘉里荃灣貨倉,/building/kerry-tsuen-wan-warehouse/17368,industrial,direct_link
Kerry Warehouse嘉里貨倉,/building/kerry-warehouse/16266,industrial,direct_link
Kevin Wong Development Building華凱發展大廈,/building/kevin-wong-development-building/4535,industrial,direct_link
Keysky Industrial Building天順工業大廈,/building/keysky-industrial-building/4946,industrial,direct_link
Khora宏創方,/building/khora/12316,industrial,direct_link
Kimball Industrial Building建邦工業大廈,/building/kimball-industrial-building/4916,industrial,direct_link
Kimberland Center金百盛中心,/building/kimberland-center/5566,industrial,direct_link
Kin Fat Industrial Centre建發工業中心,/building/kin-fat-industrial-centre/16354,industrial,direct_link
Kin Ga Industrial Building堅基工業大廈,/building/kin-ga-industrial-building/11942,industrial,direct_link
Kin Hing Industrial Building建興工業大廈,/building/kin-hing-industrial-building/16911,industrial,direct_link
Kin Ho Industrial Building Block 1金豪工業大厦第一座,/building/kin-ho-industrial-building-block-1/11172,industrial,direct_link
Kin Ho Industrial Building Block 2金豪工業大厦第二座,/building/kin-ho-industrial-building-block-2/11173,industrial,direct_link
Kin Luen Factory Building建聯工廠大廈,/building/kin-luen-factory-building/8078,industrial,direct_link
Kin Sang Industrial Building建生工業大廈,/building/kin-sang-industrial-building/4910,industrial,direct_link
Kin Tak Fung Industrial Building建德豐工業大廈,/building/kin-tak-fung-industrial-building/4949,industrial,direct_link
Kin Teck Industrial Building建德工業大廈,/building/kin-teck-industrial-building/3849,industrial,direct_link
Kin Wing Industrial Building建榮工業大廈,/building/kin-wing-industrial-building/12495,industrial,direct_link
Kinetic Industrial Centre興力工業中心,/building/kinetic-industrial-centre/4500,industrial,direct_link
King Center嘉慶中心,/building/king-center/17040,industrial,direct_link
King Palace Plaza皇廷廣場,/building/king-palace-plaza/6403,industrial,direct_link
King Wan Industrial Building景雲大廈,/building/king-wan-industrial-building/4715,industrial,direct_link
King Win Factory Building敬運工業大廈,/building/king-win-factory-building/11206,industrial,direct_link
King Yip Factory Building敬業工廠大廈,/building/king-yip-factory-building/11201,industrial,direct_link
Kinglet Industrial Building群力工業大廈,/building/kinglet-industrial-building/8036,industrial,direct_link
Kingley Industrial Building Block 1金來工業大廈一座,/building/kingley-industrial-building-block-1/6787,industrial,direct_link
Kingley Industrial Building Block 2金來工業大廈二座,/building/kingley-industrial-building-block-2/6788,industrial,direct_link
Kingsford Industrial Building Phase 1金發工業大廈一期,/building/kingsford-industrial-building-phase-1/7341,industrial,direct_link
Kingsford Industrial Building Phase 2金發工業大廈二期,/building/kingsford-industrial-building-phase-2/7340,industrial,direct_link
Kingsford Industrial Centre景發工業中心,/building/kingsford-industrial-centre/4548,industrial,direct_link
Kingsun Computer Industrial Building金山電腦大廈,/building/kingsun-computer-industrial-building/5987,industrial,direct_link
Kingsway Industrial Building Phase I金威工業大廈第一期,/building/kingsway-industrial-building-phase-i/7899,industrial,direct_link
Kingsway Industrial Building Phase II金威工業大廈第二期,/building/kingsway-industrial-building-phase-ii/17540,industrial,direct_link
Kingswin Industrial Building Block 1金運工業大廈第一座,/building/kingswin-industrial-building-block-1/7621,industrial,direct_link
Kingswin Industrial Building Block 2金運工業大廈第二座,/building/kingswin-industrial-building-block-2/17334,industrial,direct_link
Kinox Centre建業中心,/building/kinox-centre/4726,industrial,direct_link
Kinwah Factory Building建華工業大廈,/building/kinwah-factory-building/4506,industrial,direct_link
Kiu Kwong Industrial Building僑光工業大廈,/building/kiu-kwong-industrial-building/17335,industrial,direct_link
KMB Overhaul Centre九巴屯門總修中心,/building/kmb-overhaul-centre/16341,industrial,direct_link
Kmb Tuen Mun Depot九巴車廠,/building/kmb-tuen-mun-depot/16342,industrial,direct_link
Knapwood Industrial Building艾域林工業大廈,/building/knapwood-industrial-building/4744,industrial,direct_link
Ko Fai Industrial Building Block A高輝工業大廈A座,/building/ko-fai-industrial-building-block-a/5613,industrial,direct_link
Ko Fai Industrial Building Block B高輝工業大廈B座,/building/ko-fai-industrial-building-block-b/5608,industrial,direct_link
Ko Fai Industrial Building Block C高輝工業大廈C座,/building/ko-fai-industrial-building-block-c/5610,industrial,direct_link
Ko Leung Industrial Building高良工業大廈,/building/ko-leung-industrial-building/4532,industrial,direct_link
Kodak House II柯達大廈二期,/building/kodak-house-ii/2055,industrial,direct_link
Kong Nam Industrial Building (Block A)江南工業大廈(A座),/building/kong-nam-industrial-building-block-a/3366,industrial,direct_link
